user_id,age,num_flights,num_hotels,total_spent,avg_loyalty_score,page_click_rate,days_since_last_booking,discount_responsiveness,avg_trip_duration_days,avg_flight_distance,RFM_Score,RFM_Category,LTV,LTV_Category,DBSCAN_Cluster
216796,24.0,2,2,9821.74,0.375,125,745.0,5,11.0,1760.3722099752686,5,Medium RFM,9821.74,High LTV,
217114,21.0,0,0,0.0,0.0,59,,3,,0.0,4,Medium RFM,0.0,Low LTV,
217136,40.0,1,2,1198.5700000000002,0.375,106,977.0,2,3.0,358.4150458908971,3,Low RFM,1198.5700000000002,Low LTV,
220725,42.0,5,4,4264.92,0.8888888888888888,316,847.0,3,5.8,1540.8366299157929,7,High RFM,4264.92,High LTV,
224996,44.0,2,1,897.61,0.375,102,869.0,1,2.5,588.2535031212988,3,Low RFM,897.61,Low LTV,
226367,44.0,3,3,2143.21,0.75,114,823.0,1,3.0,620.933728309615,6,Medium RFM,2143.21,Medium LTV,
228195,28.0,0,0,0.0,0.0,116,,1,,0.0,3,Low RFM,0.0,Low LTV,
228872,36.0,1,2,1797.21,0.375,126,860.0,1,6.0,346.2778482292519,6,Medium RFM,1797.21,Medium LTV,
229009,19.0,4,3,4982.89,0.75,144,513.0,1,9.25,3345.4540591336395,8,High RFM,4982.89,High LTV,
229108,27.0,2,1,877.22,0.25,321,752.0,5,7.0,667.3457883929345,3,Low RFM,877.22,Low LTV,
229330,48.0,4,4,3259.1099999999997,1.0,129,799.0,1,3.5,600.5605561256962,9,High RFM,3259.1099999999997,High LTV,
232647,19.0,1,1,2580.1,0.25,100,947.0,1,3.0,173.94825484859052,4,Medium RFM,2580.1,Medium LTV,
249521,61.0,1,2,1033.02,0.375,151,935.0,3,3.0,443.9756058306693,4,Medium RFM,1033.02,Low LTV,
252835,39.0,5,4,3136.55,1.125,117,810.0,2,4.2,1167.3633989221512,8,High RFM,3136.55,Medium LTV,
258451,24.0,1,2,4628.0,0.25,167,,2,,0.0,6,Medium RFM,4628.0,High LTV,
264470,46.0,2,2,3000.02,0.5,118,916.0,2,5.5,576.2909271610954,4,Medium RFM,3000.02,Medium LTV,
276512,43.0,1,1,495.69,0.25,98,975.0,3,3.0,287.39393072933535,3,Low RFM,495.69,Low LTV,
281952,38.0,2,2,947.72,0.5,158,810.0,1,2.0,461.25423737067183,5,Medium RFM,947.72,Low LTV,
283325,52.0,1,2,2949.27,0.375,114,945.0,3,6.0,331.3036592003703,5,Medium RFM,2949.27,Medium LTV,
290123,42.0,7,6,6819.11,1.4444444444444444,190,810.0,0,2.6666666666666665,1867.1733581452447,9,High RFM,6819.11,High LTV,
297546,52.0,4,5,4577.72,1.125,207,814.0,1,4.75,892.3683065201919,9,High RFM,4577.72,High LTV,
298253,48.0,1,0,712.42,0.125,98,915.0,2,2.0,496.77691655152523,4,Medium RFM,712.42,Low LTV,
299476,40.0,1,1,263.38,0.2222222222222222,187,986.0,3,3.0,123.3243340487419,5,Medium RFM,263.38,Low LTV,
306165,22.0,0,0,0.0,0.0,89,,0,,0.0,5,Medium RFM,0.0,Low LTV,
306819,61.0,3,3,1166.1599999999999,0.625,329,908.0,3,2.3333333333333335,182.39592506129628,5,Medium RFM,1166.1599999999999,Low LTV,
312488,32.0,1,1,407.1,0.25,76,813.0,2,1.0,283.18333269338774,5,Medium RFM,407.1,Low LTV,
313724,53.0,5,6,4441.3,1.25,351,825.0,1,3.4,1140.2484248564178,9,High RFM,4441.3,High LTV,
316527,43.0,4,4,6777.89,1.0,139,893.0,2,4.25,1007.4034223721503,8,High RFM,6777.89,High LTV,
317688,42.0,4,4,2314.74,1.0,133,810.0,3,2.75,804.2051977112471,8,High RFM,2314.74,Medium LTV,
322867,47.0,1,1,1496.04,0.25,82,985.0,3,8.0,115.22234665356301,5,Medium RFM,1496.04,Low LTV,
324191,41.0,2,2,1248.74,0.5,86,923.0,2,6.0,43.94265071173662,3,Low RFM,1248.74,Low LTV,
328590,57.0,4,3,5051.61,0.75,383,863.0,4,3.75,1743.6084910786753,7,High RFM,5051.61,High LTV,
330764,40.0,2,3,1845.04,0.5,375,924.0,2,1.0,167.8587005031257,6,Medium RFM,1845.04,Medium LTV,
330893,44.0,3,3,1611.61,0.75,133,824.0,1,3.3333333333333335,593.5501291796675,6,Medium RFM,1611.61,Medium LTV,
331039,46.0,2,2,7925.74,0.375,198,661.0,4,10.0,841.3256658973058,5,Medium RFM,7925.74,High LTV,
334787,54.0,3,3,1622.17,0.75,119,920.0,2,3.0,523.0504652148707,7,High RFM,1622.17,Medium LTV,
337227,36.0,0,0,0.0,0.0,83,,1,,0.0,3,Low RFM,0.0,Low LTV,
338086,41.0,2,2,1133.69,0.5,137,877.0,2,2.5,686.4185959309352,4,Medium RFM,1133.69,Low LTV,
340166,52.0,0,1,474.0,0.125,88,,2,,0.0,4,Medium RFM,474.0,Low LTV,
343928,66.0,2,1,5898.62,0.375,122,473.0,3,8.0,2034.675680118236,7,High RFM,5898.62,High LTV,
347778,51.0,5,4,6313.69,1.0,162,833.0,2,3.0,1382.206141768834,8,High RFM,6313.69,High LTV,
348817,30.0,3,4,3996.62,0.875,125,864.0,1,3.3333333333333335,994.305038824137,7,High RFM,3996.62,High LTV,
348863,68.0,0,0,0.0,0.0,81,,1,,0.0,4,Medium RFM,0.0,Low LTV,
349132,50.0,2,3,3765.06,0.5555555555555556,133,923.0,1,4.5,235.0384283252723,8,High RFM,3765.06,High LTV,
350648,19.0,2,2,1534.3600000000001,0.375,295,841.0,3,4.0,316.6110377562937,5,Medium RFM,1534.3600000000001,Low LTV,
353271,28.0,1,1,408.4,0.25,84,929.0,2,1.0,149.56959152383104,5,Medium RFM,408.4,Low LTV,
353694,41.0,2,2,1560.37,0.5,100,818.0,3,6.0,338.872229597466,6,Medium RFM,1560.37,Medium LTV,
354050,51.0,5,5,3724.88,1.25,172,816.0,2,3.5,1343.855290057986,8,High RFM,3724.88,High LTV,
354260,51.0,2,1,1685.01,0.375,116,955.0,2,2.5,832.3333251982958,4,Medium RFM,1685.01,Medium LTV,
354311,47.0,2,1,1363.8899999999999,0.375,98,933.0,1,2.5,765.4528596112812,3,Low RFM,1363.8899999999999,Low LTV,
354950,55.0,1,1,1222.54,0.25,100,977.0,1,7.0,307.88241664504346,4,Medium RFM,1222.54,Low LTV,
356046,35.0,2,2,1182.81,0.5,101,940.0,2,3.0,474.2484720248106,4,Medium RFM,1182.81,Low LTV,
357737,43.0,5,6,5489.9,1.25,419,896.0,4,4.2,1544.1341037025613,8,High RFM,5489.9,High LTV,
359072,52.0,4,4,1723.4700000000003,0.875,318,882.0,3,3.5,544.8367698865811,5,Medium RFM,1723.4700000000003,Medium LTV,
359080,43.0,4,2,6536.5599999999995,0.75,126,545.0,2,6.25,2308.8333262414963,8,High RFM,6536.5599999999995,High LTV,
359653,56.0,2,2,1488.3300000000002,0.5,127,964.0,3,3.0,559.6507336039818,5,Medium RFM,1488.3300000000002,Low LTV,
361459,43.0,1,1,558.9100000000001,0.25,59,987.0,2,3.0,286.2000206474836,3,Low RFM,558.9100000000001,Low LTV,
361759,54.0,4,3,1786.59,0.7777777777777778,139,890.0,4,2.5,1005.1009958699763,6,Medium RFM,1786.59,Medium LTV,
363535,32.0,4,4,3321.15,0.875,248,837.0,4,3.0,895.5953739122309,6,Medium RFM,3321.15,High LTV,
365825,46.0,2,3,2798.63,0.5,355,839.0,2,12.0,47.50296242469701,5,Medium RFM,2798.63,Medium LTV,
371201,29.0,1,0,199.47,0.125,105,891.0,2,9.0,133.40856941286728,3,Low RFM,199.47,Low LTV,
372970,35.0,2,2,1437.3000000000002,0.5,100,860.0,3,2.0,926.7604174236357,3,Low RFM,1437.3000000000002,Low LTV,
373489,38.0,1,1,8063.31,0.2222222222222222,118,605.0,6,13.0,1143.128244426361,6,Medium RFM,8063.31,High LTV,
374331,43.0,2,2,3832.52,0.375,338,942.0,4,1.0,342.22251171033605,6,Medium RFM,3832.52,High LTV,
374340,36.0,1,0,3966.19,0.1111111111111111,78,494.0,1,9.0,1223.4770309286496,6,Medium RFM,3966.19,High LTV,
374341,27.0,0,3,3497.0,0.375,105,,1,,0.0,6,Medium RFM,3497.0,High LTV,
375160,21.0,0,0,0.0,0.0,41,,2,,0.0,4,Medium RFM,0.0,Low LTV,
375729,54.0,3,3,2699.16,0.75,142,809.0,5,3.6666666666666665,695.6583371707688,7,High RFM,2699.16,Medium LTV,
375751,51.0,3,2,1706.56,0.625,192,893.0,1,3.3333333333333335,513.0750577282677,6,Medium RFM,1706.56,Medium LTV,
376159,43.0,1,2,1075.24,0.375,102,914.0,0,3.0,277.46313849457323,3,Low RFM,1075.24,Low LTV,
377069,69.0,2,1,1853.34,0.25,260,701.0,2,7.0,764.1652327813288,4,Medium RFM,1853.34,Medium LTV,
377411,39.0,2,2,1605.61,0.5,118,927.0,4,3.5,390.5993275917461,5,Medium RFM,1605.61,Medium LTV,
378565,42.0,2,5,8689.630000000001,0.875,136,826.0,4,4.5,515.3241409471274,8,High RFM,8689.630000000001,High LTV,
379543,57.0,3,3,2690.12,0.75,104,844.0,2,4.0,850.693008372958,7,High RFM,2690.12,Medium LTV,
380434,51.0,3,3,2496.76,0.75,114,835.0,3,4.0,694.4072479768267,6,Medium RFM,2496.76,Medium LTV,
380436,45.0,1,1,773.25,0.25,107,981.0,2,6.0,70.90547810277535,3,Low RFM,773.25,Low LTV,
380757,47.0,3,3,1818.6200000000001,0.75,122,818.0,3,7.5,591.7713778072323,7,High RFM,1818.6200000000001,Medium LTV,
380874,55.0,3,3,1366.25,0.75,117,870.0,3,2.6666666666666665,533.5899162800314,6,Medium RFM,1366.25,Low LTV,
380949,47.0,6,5,4337.87,1.25,432,808.0,2,3.0,1468.2904380100576,9,High RFM,4337.87,High LTV,
381259,22.0,1,1,787.48,0.25,97,994.0,1,2.0,456.85029849070236,5,Medium RFM,787.48,Low LTV,
381465,35.0,3,5,3924.95,0.875,245,824.0,3,3.0,288.62851218677804,8,High RFM,3924.95,High LTV,
382181,37.0,3,2,1745.04,0.625,106,849.0,2,4.0,736.186062593394,6,Medium RFM,1745.04,Medium LTV,
382384,58.0,1,1,228.63,0.25,75,985.0,0,2.0,153.70836469902437,5,Medium RFM,228.63,Low LTV,
382533,19.0,0,0,0.0,0.0,70,,2,,0.0,4,Medium RFM,0.0,Low LTV,
385689,51.0,3,4,4575.3099999999995,0.875,92,919.0,2,4.333333333333333,712.638141640719,7,High RFM,4575.3099999999995,High LTV,
386255,33.0,0,1,1072.0,0.125,64,,3,,0.0,5,Medium RFM,1072.0,Low LTV,
386469,18.0,0,0,0.0,0.0,95,,1,,0.0,5,Medium RFM,0.0,Low LTV,
386914,47.0,3,2,22977.09,0.5,294,663.0,5,10.333333333333334,3007.4840863557997,7,High RFM,22977.09,High LTV,
387282,31.0,0,1,1320.0,0.125,87,,3,,0.0,5,Medium RFM,1320.0,Low LTV,
387783,55.0,1,3,2828.26,0.5,87,980.0,1,2.0,294.7173476740186,5,Medium RFM,2828.26,Medium LTV,
388328,51.0,3,5,6027.7,0.8888888888888888,135,861.0,4,2.6666666666666665,823.0634994669666,7,High RFM,6027.7,High LTV,
388767,46.0,1,1,2262.34,0.25,104,981.0,0,11.0,262.4573467571323,4,Medium RFM,2262.34,Medium LTV,
388947,41.0,3,2,1988.0900000000001,0.5555555555555556,112,947.0,3,2.0,780.7832019794639,6,Medium RFM,1988.0900000000001,Medium LTV,
389434,43.0,6,6,4188.63,1.375,444,914.0,4,2.8333333333333335,1879.287197905829,7,High RFM,4188.63,High LTV,
389662,40.0,2,3,1475.18,0.625,146,913.0,3,3.5,473.04438888554114,5,Medium RFM,1475.18,Low LTV,
389759,34.0,3,3,4055.69,0.75,156,853.0,3,3.0,1724.0466815997122,7,High RFM,4055.69,High LTV,
390811,42.0,3,3,2377.02,0.75,132,802.0,1,4.333333333333333,781.2856075932175,7,High RFM,2377.02,Medium LTV,
392453,59.0,1,1,1559.98,0.25,78,812.0,3,12.0,298.4639368781385,6,Medium RFM,1559.98,Medium LTV,
395202,28.0,0,1,2964.0,0.125,71,,1,,0.0,6,Medium RFM,2964.0,Medium LTV,
395981,53.0,3,3,3050.92,0.75,101,843.0,1,2.3333333333333335,1037.8288837413725,5,Medium RFM,3050.92,Medium LTV,
396552,46.0,4,4,1274.85,1.0,109,894.0,1,2.0,810.7243088420537,5,Medium RFM,1274.85,Low LTV,
399137,55.0,2,4,4231.47,0.75,155,870.0,3,3.5,537.8321785377384,7,High RFM,4231.47,High LTV,
399218,45.0,2,1,733.9,0.375,121,917.0,1,2.5,330.2074166834775,3,Low RFM,733.9,Low LTV,
399799,56.0,4,4,1970.1999999999998,1.0,126,805.0,1,3.6666666666666665,1048.9731711719492,8,High RFM,1970.1999999999998,Medium LTV,
400275,57.0,2,1,2125.05,0.375,99,901.0,3,3.5,762.5608089342297,6,Medium RFM,2125.05,Medium LTV,
400582,33.0,3,4,3195.89,0.875,125,856.0,2,3.0,455.39773157431534,7,High RFM,3195.89,High LTV,
400899,47.0,3,3,2650.01,0.75,255,848.0,0,5.0,679.9081194075316,5,Medium RFM,2650.01,Medium LTV,
401245,29.0,3,2,1673.8,0.625,120,958.0,4,3.3333333333333335,695.8663706737036,7,High RFM,1673.8,Medium LTV,
402332,33.0,2,2,969.9,0.5,137,862.0,3,2.0,513.9129378862627,5,Medium RFM,969.9,Low LTV,
402978,53.0,4,4,3244.04,1.0,115,846.0,1,4.0,997.2422993075014,9,High RFM,3244.04,High LTV,
403881,45.0,4,4,4170.67,1.0,133,821.0,2,5.0,1484.637591317782,8,High RFM,4170.67,High LTV,
404879,40.0,4,3,4015.8799999999997,0.875,127,825.0,0,4.333333333333333,655.5271604883851,8,High RFM,4015.8799999999997,High LTV,
405305,46.0,3,3,2819.6,0.6666666666666666,139,843.0,2,2.5,957.4039624652861,6,Medium RFM,2819.6,Medium LTV,
406210,22.0,2,2,2516.8100000000004,0.5,93,500.0,2,2.0,1196.2295306466253,6,Medium RFM,2516.8100000000004,Medium LTV,
407118,53.0,4,4,8813.68,0.875,112,591.0,2,15.0,935.8914238048513,7,High RFM,8813.68,High LTV,
407250,38.0,4,3,2939.5699999999997,0.875,143,845.0,2,3.25,1362.2092290921628,6,Medium RFM,2939.5699999999997,Medium LTV,
407275,43.0,4,3,3160.9500000000003,0.875,126,855.0,1,4.75,533.2964885743704,7,High RFM,3160.9500000000003,Medium LTV,
407434,54.0,0,1,1593.0,0.125,62,,2,,0.0,5,Medium RFM,1593.0,Medium LTV,
407642,31.0,2,2,1219.77,0.5,111,816.0,1,2.5,325.77220149927143,4,Medium RFM,1219.77,Low LTV,
408551,44.0,2,2,1591.39,0.4444444444444444,93,807.0,4,3.5,387.8255236553124,6,Medium RFM,1591.39,Medium LTV,
409073,44.0,3,3,2381.56,0.75,178,865.0,0,2.6666666666666665,1131.7000928491047,5,Medium RFM,2381.56,Medium LTV,
411179,52.0,3,4,5086.200000000001,0.75,366,928.0,3,3.3333333333333335,609.9359702684385,6,Medium RFM,5086.200000000001,High LTV,
411701,41.0,1,2,894.27,0.375,157,974.0,2,2.0,409.63953706356637,3,Low RFM,894.27,Low LTV,
413128,30.0,4,5,12398.76,0.9,161,817.0,4,4.5,378.7059733874073,9,High RFM,12398.76,High LTV,
413340,49.0,3,1,1628.06,0.5,120,820.0,1,5.333333333333333,377.0327309733557,6,Medium RFM,1628.06,Medium LTV,
413418,56.0,2,2,790.67,0.5,98,806.0,3,5.0,260.05999822262584,6,Medium RFM,790.67,Low LTV,
413658,53.0,3,3,5083.58,0.625,180,657.0,3,9.666666666666666,1013.6158682866906,7,High RFM,5083.58,High LTV,
414128,29.0,3,4,7195.650000000001,0.7777777777777778,136,826.0,3,2.0,1169.1343521309716,8,High RFM,7195.650000000001,High LTV,
415282,43.0,2,2,3413.8799999999997,0.5,93,925.0,3,4.5,575.3465181990894,5,Medium RFM,3413.8799999999997,High LTV,
415381,47.0,3,2,1155.21,0.625,108,908.0,1,2.0,363.92849751662817,6,Medium RFM,1155.21,Low LTV,
415581,43.0,3,3,3095.77,0.75,113,805.0,1,7.333333333333333,710.2143308663647,7,High RFM,3095.77,Medium LTV,
416319,56.0,2,2,226.6,0.5,220,814.0,2,2.0,133.14455260666287,5,Medium RFM,226.6,Low LTV,
416580,45.0,5,5,2588.35,1.125,320,821.0,3,3.5,638.3337485806193,8,High RFM,2588.35,Medium LTV,
417679,38.0,5,4,4312.82,1.125,141,814.0,4,3.8,1369.8704672509766,8,High RFM,4312.82,High LTV,
418329,51.0,3,3,3651.5200000000004,0.75,169,803.0,4,10.0,309.4157084591936,8,High RFM,3651.5200000000004,High LTV,
418488,39.0,4,4,3610.6,1.0,197,840.0,3,4.75,1037.3001229834786,8,High RFM,3610.6,High LTV,
418692,41.0,4,4,8690.7,0.7,312,744.0,5,6.75,2368.1417832474026,8,High RFM,8690.7,High LTV,
420648,54.0,2,2,4119.15,0.5,95,854.0,3,11.5,957.3187419853568,6,Medium RFM,4119.15,High LTV,
420669,52.0,5,5,5440.049999999999,1.0,508,838.0,3,3.0,2035.1224492926742,9,High RFM,5440.049999999999,High LTV,
421247,43.0,4,4,2350.59,1.0,179,840.0,3,3.5,525.8673622137253,7,High RFM,2350.59,Medium LTV,
421515,32.0,2,2,1032.1,0.5,180,910.0,2,3.0,464.79685753562524,3,Low RFM,1032.1,Low LTV,
421666,31.0,3,3,1924.77,0.625,369,821.0,2,2.3333333333333335,1377.765899224855,5,Medium RFM,1924.77,Medium LTV,
421700,42.0,3,3,2956.94,0.75,141,809.0,3,6.666666666666667,713.5672814217238,7,High RFM,2956.94,Medium LTV,
421870,31.0,3,2,23669.07,0.625,132,703.0,3,8.666666666666666,2471.903168486355,6,Medium RFM,23669.07,High LTV,
422066,57.0,4,4,3821.98,1.0,142,812.0,2,6.5,827.3676547465172,9,High RFM,3821.98,High LTV,
422668,19.0,0,0,0.0,0.0,101,,3,,0.0,5,Medium RFM,0.0,Low LTV,
423042,44.0,5,6,3734.36,1.25,251,864.0,4,3.4,588.7643775043889,7,High RFM,3734.36,High LTV,
423413,19.0,0,1,5380.0,0.125,133,,3,,0.0,5,Medium RFM,5380.0,High LTV,
424553,50.0,1,3,2191.35,0.5,216,917.0,3,6.0,267.5565712329606,7,High RFM,2191.35,Medium LTV,
425632,47.0,2,2,3168.98,0.5,90,905.0,2,1.5,624.6432269350541,5,Medium RFM,3168.98,Medium LTV,
425653,21.0,0,0,0.0,0.0,97,,1,,0.0,5,Medium RFM,0.0,Low LTV,
425953,39.0,4,4,1536.41,1.0,181,821.0,1,3.5,392.3650995203589,6,Medium RFM,1536.41,Low LTV,
425966,57.0,2,2,1690.67,0.5,94,948.0,0,3.5,883.2690310701053,6,Medium RFM,1690.67,Medium LTV,
426478,27.0,2,2,3780.48,0.375,148,612.0,4,17.0,1640.0308746280668,5,Medium RFM,3780.48,High LTV,
427426,38.0,3,2,862.6500000000001,0.625,121,907.0,3,2.6666666666666665,554.4364381625755,4,Medium RFM,862.6500000000001,Low LTV,
427506,56.0,4,4,3141.6800000000003,0.875,324,822.0,2,3.0,1068.544048111082,6,Medium RFM,3141.6800000000003,Medium LTV,
428056,38.0,4,3,3984.27,0.875,139,811.0,3,4.25,1677.951216436412,9,High RFM,3984.27,High LTV,
428552,38.0,2,2,1394.8899999999999,0.5,102,839.0,2,3.0,568.890651944183,4,Medium RFM,1394.8899999999999,Low LTV,
428858,22.0,3,4,11235.33,0.75,372,684.0,2,9.333333333333334,2957.9686568401567,7,High RFM,11235.33,High LTV,
429345,67.0,0,1,714.0,0.125,136,,3,,0.0,4,Medium RFM,714.0,Low LTV,
429375,35.0,4,3,3403.83,0.75,268,691.0,1,7.25,1725.5779934546772,6,Medium RFM,3403.83,High LTV,
430722,29.0,4,4,4635.99,0.875,326,873.0,3,4.25,1059.5272125696852,6,Medium RFM,4635.99,High LTV,
431144,52.0,1,2,2009.82,0.375,103,994.0,3,3.0,166.84487639339162,4,Medium RFM,2009.82,Medium LTV,
431337,39.0,3,3,2667.66,0.75,125,876.0,1,3.3333333333333335,888.7414316408115,5,Medium RFM,2667.66,Medium LTV,
431602,38.0,4,3,3577.3500000000004,0.75,359,893.0,4,2.0,1982.0848919848072,6,Medium RFM,3577.3500000000004,High LTV,
431746,42.0,1,1,659.16,0.25,75,980.0,2,3.0,188.65801674486622,4,Medium RFM,659.16,Low LTV,
431899,45.0,2,2,2425.18,0.375,247,958.0,2,6.0,549.3563929476853,4,Medium RFM,2425.18,Medium LTV,
431912,37.0,1,0,295.89,0.125,82,999.0,2,2.0,99.09884096845288,5,Medium RFM,295.89,Low LTV,
432333,51.0,1,2,2039.3600000000001,0.375,120,955.0,2,6.0,370.3017844098885,6,Medium RFM,2039.3600000000001,Medium LTV,
432637,38.0,3,3,2432.7,0.75,119,935.0,3,3.0,873.3680593976309,6,Medium RFM,2432.7,Medium LTV,
432941,42.0,3,4,5222.719999999999,0.875,156,924.0,1,4.666666666666667,1436.1533382746609,9,High RFM,5222.719999999999,High LTV,
433080,45.0,4,4,2460.21,1.0,158,833.0,2,4.5,838.0103325827174,7,High RFM,2460.21,Medium LTV,
433339,27.0,1,2,2284.64,0.375,125,891.0,2,3.0,42.077240665991546,5,Medium RFM,2284.64,Medium LTV,
433905,27.0,0,1,1960.0,0.125,113,,1,,0.0,5,Medium RFM,1960.0,Medium LTV,
434238,51.0,2,1,140.92000000000002,0.375,119,812.0,1,1.5,65.19529309484207,5,Medium RFM,140.92000000000002,Low LTV,
434623,36.0,5,5,4359.950000000001,1.125,415,806.0,3,3.4,1146.1167212016283,9,High RFM,4359.950000000001,High LTV,
435231,31.0,1,2,968.88,0.3333333333333333,124,810.0,1,4.0,35.97052561605105,5,Medium RFM,968.88,Low LTV,
435596,54.0,2,2,1695.43,0.5,176,922.0,4,3.5,539.4832800210078,6,Medium RFM,1695.43,Medium LTV,
435669,46.0,2,2,1682.24,0.5,125,870.0,3,2.0,623.9301474791948,6,Medium RFM,1682.24,Medium LTV,
435837,53.0,0,1,1848.0,0.125,95,,1,,0.0,4,Medium RFM,1848.0,Medium LTV,
435882,52.0,4,4,2394.79,0.7777777777777778,450,798.0,4,2.5,428.95417730104674,7,High RFM,2394.79,Medium LTV,
436320,51.0,2,2,947.4300000000001,0.5,143,848.0,2,3.5,281.2993534105183,5,Medium RFM,947.4300000000001,Low LTV,
436894,43.0,2,2,1244.81,0.5,72,807.0,3,10.0,293.9467626549101,5,Medium RFM,1244.81,Low LTV,
437069,44.0,5,5,3966.4,1.25,204,835.0,2,5.2,1155.3322332313182,8,High RFM,3966.4,High LTV,
437162,32.0,2,3,1917.44,0.5,408,971.0,4,3.0,352.5697711148137,4,Medium RFM,1917.44,Medium LTV,
437251,45.0,3,3,1368.12,0.75,150,818.0,0,2.6666666666666665,727.9677584455983,6,Medium RFM,1368.12,Low LTV,
437539,47.0,5,5,2852.15,1.25,160,813.0,2,3.6,1140.7449748802294,8,High RFM,2852.15,Medium LTV,
437549,41.0,3,3,2038.85,0.75,131,890.0,3,4.666666666666667,723.099182191043,6,Medium RFM,2038.85,Medium LTV,
438189,38.0,6,5,4149.23,1.2222222222222223,175,846.0,1,3.0,1042.7426228161921,7,High RFM,4149.23,High LTV,
438406,45.0,4,3,3044.06,0.875,120,829.0,2,2.25,1740.4831461156152,7,High RFM,3044.06,Medium LTV,
438551,38.0,2,4,31521.92,0.625,361,728.0,3,14.0,3183.564900994653,6,Medium RFM,31521.92,High LTV,
438596,25.0,1,2,1480.48,0.375,101,997.0,2,5.0,72.26739299386233,3,Low RFM,1480.48,Low LTV,
438839,51.0,3,3,3564.33,0.75,131,880.0,4,10.5,514.6977691800796,6,Medium RFM,3564.33,High LTV,
438937,39.0,2,2,1593.34,0.5,96,980.0,2,5.0,649.2069097761994,4,Medium RFM,1593.34,Medium LTV,
438985,31.0,4,4,15835.899999999998,0.875,186,460.0,3,6.5,3656.6569238162,8,High RFM,15835.899999999998,High LTV,
438995,25.0,0,0,0.0,0.0,87,,3,,0.0,3,Low RFM,0.0,Low LTV,
